bname,build_year,floor_area,occupy,water_use,ws_ngas,ws_elec,site_eui
Multifamily,1985,101602,100,3680.9,0.5,1298819.7,86.9
Multifamily,1910,148935,100,4145.7,0,863873.7,81.5
Multifamily,1939,79065,100,3652,0.5,663409.4,72
Multifamily,1906,58030,100,681.6,0.3,440038.9,52.2
Multifamily,1930,132046,100,6966.6,0.8,814210.3,96
Multifamily,1963,267542,100,9513,0,1329116.1,21.2
Hotel,2003,107990,100,14024.5,1,1906379.8,159.6
Multifamily,1930,51200,100,2022.8,0.6,367157.7,82.6
Multifamily,1902,149324,100,4412.6,0.5,674024.8,60
Multifamily,1900,53500,100,1718.8,0.5,327247.2,64
Multifamily,1950,71000,100,3046.8,0.5,331993.7,66
Multifamily,1964,165435,100,7621.5,0,817588.7,72.7
Multifamily,1961,60000,100,2093.3,0.6,415640.6,76.3
Multifamily,2004,66871,100,1695.6,1.1,658891.3,145.1
Multifamily,1920,72640,100,1520,0.3,315575.8,41.1
Multifamily,1895,595669,100,16620,0.5,2704763.8,63.6
Multifamily,1939,100320,100,3715.3,0.4,674064.8,56.3
Multifamily,2003,71549,100,2259.9,0.6,462373.6,82
Multifamily,2009,210440,100,3909.4,0.4,2497464.4,74.3
Multifamily,1985,358600,100,15469,0.3,3033362.1,55.9
Office,1905,95375,100,2722.9,0.1,1605598.1,53.6
Office,2008,51744,100,409,0.2,738865.1,63.3
Office,1900,62743,80,7524,0.4,1998964.7,138.1
Office,2010,105407,100,118.7,0.3,1528811.9,77.6
Hotel,1910,43018,100,12821.5,1,2949717.8,244
Facility,1890,221200,50,765.5,0.1,1754026.4,36.9
Office,1891,509503,100,9996.2,0.1,6009447.6,28.7
Office,1914,564733,100,13242,0.3,39289356.2,254.4
Parking,1908,278490,100,1956.4,0.2,9581162.8,92.1
Office,2007,152691,100,4012.8,0.5,3804095.8,128.8
Multifamily,2007,58700,100,1645.7,0.4,679423.4,73.5
Other,1930,111329,100,867,0.2,666416.8,39.3
Facility,1913,94622,100,302.6,0,1311083.2,50.1
Facility,1921,105095,100,1206.9,0.1,334821.4,15.6
Multifamily,2011,103395,100,2510.8,0.3,1047991,62.6
Multifamily,2002,300000,100,13375.1,0.6,2477827.6,81
Multifamily,2005,253249,90,9832.4,0.7,2679592.9,99.6
Multifamily,2004,53455,100,870.9,0.4,438816.6,67
Multifamily,2008,57189,100,2666.5,0.6,934590.9,114.6
Multifamily,2013,56776,95,2517,0.2,689356.9,63.1
Office,1910,67213,100,5737.2,0,780358.9,34.7
Multifamily,2007,50939,100,845.3,0.3,430885.3,58.7
Education,1928,214783,80,2490.3,0.3,2850799.8,75.7
Office,2005,78080,100,1555.9,0.3,1011614.4,67.4
Other,1900,72890,100,1366.2,0,669168.4,60.3
Multifamily,2008,101000,100,5190.7,0.4,425834.9,49.4
Multifamily,2009,112351,100,2455.9,0.1,850284.6,33.7
Facility,1913,215814,100,249.6,0.2,725022,29.8
Multifamily,2013,118340,100,4359.6,0.3,754283.7,48.9
Office,1915,260086,100,3931,0.2,2880132.9,54.6
Office,1929,51845,100,417,0.5,544767.9,179.9
Office,1936,262969,95,6617.4,0,3732391.1,110.3
Office,1923,36092,100,286826.5,0.2,2012695.6,124.3
Office,1934,956975,100,37855,0.5,34789495.9,153.8
Multifamily,2007,462086,100,25090.4,0.8,5468531.4,113.7
Multifamily,2005,50652,100,1427.4,0.3,568742.8,63
Multifamily,2007,76624,100,2065.2,0.3,788397.2,62.8
Multifamily,2008,56876,100,1175.9,0.8,676115.8,113.4
Multifamily,2014,70000,100,1328.5,0.2,670154.8,54.2
Multifamily,1925,65235,100,3162.9,0.9,251098.1,95.9
Multifamily,1999,58394,100,2107.3,0.3,484681.5,54.2
Multifamily,1934,950200,100,27375.3,0.6,3634612.9,73.3
Multifamily,1914,95844,100,3344.3,0.3,929726.7,60.9
Office,1913,200248,40,1587.5,0,1280922.6,42.8
Office,1968,1557252,80,27522.5,0,33772159.1,76.2
Office,1927,515000,100,7465.6,0.4,10086678.8,100.5
Multifamily,1963,110570,100,5913.9,0,568776,98.8
Multifamily,1928,119194,95,5627.5,0,530386.4,81.4
Multifamily,1929,97857,100,4227.1,0.8,612325.7,92
Multifamily,1930,142971,100,9834.6,0.8,810413.1,89.6
Multifamily,1989,66000,100,4198.8,0.7,485132.5,87.9
Multifamily,2003,221989,100,10445.8,0.5,1670915.7,71.3
Multifamily,1985,87892,100,3185.2,0,925984.6,79.3
Multifamily,2009,415856,100,16226,0.6,3585538.6,82.6
Multifamily,2012,86609,100,5062.8,0.5,1493320.3,102.9
Multifamily,2008,153392,100,9392.2,0.2,1930871.8,61
Multifamily,1942,125914,100,4808.1,0.4,644463.5,54
Multifamily,2013,70038,100,967.2,0.1,257862.6,23.8
Office,1932,1718392,100,58241.5,0,169801211.5,17133.2
Multifamily,2008,75271,100,1970,0.3,1789106.7,112.4
Multifamily,1938,52706,100,2578.5,0.7,266199.5,80
Multifamily,1950,55332,100,1493.1,0,222298.1,68.3
Multifamily,1918,77712,100,4242.2,0,516378.4,89.5
Multifamily,1928,64517,100,3409.6,0.7,366698.1,89.8
Multifamily,1906,110000,100,3266,0,883547.7,29.1
Multifamily,1964,70677,100,2061.5,0.5,305282.9,60.2
Other,1904,63200,100,315.5,0,689908,84.2
Office,1931,377064,100,8396.9,0.2,4577298.7,62.1
Office,1916,637285,100,8227.3,0,11518530.9,81.2
Office,1925,719230,100,6369.7,0,4972283.2,37.4
Hotel,1929,742596,100,72005.4,0.5,11628050.6,82.2
Office,1954,286362,100,5658.3,0.2,5792629.6,87.5
Office,1926,253339,100,3508.4,0,3209056.6,66.9
Office,1927,306591,100,4318.5,0,4208823.1,61.6
Multifamily,1928,80565,100,4735.3,0.7,273115.1,78.1
Multifamily,1925,44000,100,1101.3,0.6,261596.1,73.8
Office,1928,98454,100,1042.8,0,979006.8,65.6
Hotel,2008,81000,100,8097.2,0.7,1523098.2,130.6
Office,1924,115745,100,2487.8,0.2,1181222,93.3
Office,1927,200254,100,5131.6,0.3,2346964.7,67.9
Office,1927,123177,100,1300.9,0,1639382.1,73.6
Office,1928,121817,100,1362.2,0,1085691.7,63.8
Multifamily,2011,167760,100,8560.7,0.7,1414788.9,95.3
Office,1922,83410,100,2257,0,515279.5,41.8
Hotel,2012,102824,100,48.2,0.3,572683.7,48.8
Office,1927,161756,100,4759.9,0,1801349.8,84.1
Office,1925,54395,100,468.3,0.5,453609.7,75.6
Office,1929,110200,100,890.7,0.4,999466.9,65
Office,1929,225045,100,6942.6,0.1,3218879.1,71.7
Hotel,2013,103133,90,6827.5,0.3,1449336.1,74.4
Office,1920,143946,100,3008.1,0,1639723.2,64.5
Multifamily,1931,116249,100,4650.7,0.7,541188.8,78.9
Multifamily,1937,122198,100,6708.7,0.2,973398.4,93.1
Multifamily,1930,96221,100,4966.3,0.5,730828.2,72.8
Multifamily,1989,136095,100,10830.3,0.1,2471015,123.2
Multifamily,1910,69860,100,2308.5,0,855847.6,83.7
Multifamily,1926,69206,100,1289.9,0.3,593800,52.9
Office,1910,138646,100,2479.8,0.2,1880916.4,66.1
Office,1912,167228,100,3244.3,0.3,4597925,116.5
Multifamily,2010,60945,100,2430.4,0.3,1180744.8,83.1
Office,1929,92532,100,2313.4,0.3,1605072.4,81.3
Multifamily,1986,157364,100,5610.4,0.1,343128,18.9
Multifamily,1962,87037,100,4854.1,0.7,658782.8,99.3
Multifamily,1913,77683,100,1353.2,0,419013,50.1
Multifamily,1939,127094,100,9612.5,0.9,1096472.7,113.6
Multifamily,1910,70057,100,2218.7,0.7,486419.5,88
Multifamily,2002,52313,100,1453.9,0,816312.5,55.3
Multifamily,1940,61690,100,5298.1,0.1,284675,66.7
Multifamily,1930,66524,95,0,0,78100.5,5
Multifamily,1930,57207,95,0,0,363512.5,23.2
Multifamily,1904,75767,100,9049.2,0.8,962688.8,121.2
Multifamily,1923,58450,100,2364.6,0.2,186226.8,72.6
Multifamily,1910,564683,100,11681.8,0.5,7772393.3,89
Multifamily,1962,50029,100,2268.1,0,258932.7,74.4
Multifamily,1935,62586,100,2129.9,0,251963,81
Multifamily,1925,78780,100,2292,0,454387.7,74.8
Office,1912,63000,100,2452.9,0.4,1411190.5,67.4
Multifamily,2011,236778,100,8785.1,0.3,1848532.3,56.4
Office,1925,183249,100,2797.6,0,2179720.9,66.7
Other,1900,53361,100,1325.5,0,1661505.4,108.1
Multifamily,1980,97000,100,11987.5,0,683199.9,67.5
Office,1929,94331,100,893.4,0,862377.5,44.1
Office,1930,132000,100,1983.1,0.2,1741468.1,62.9
Office,1920,195884,90,6281.4,0,2738529.1,69.6
Office,1920,170868,100,3947.7,0,1194300.1,58.7
Hotel,2006,80000,100,9861,0.4,879173.2,77.2
Multifamily,2006,58194,100,4296.9,0.5,1115489.9,109.9
Multifamily,1927,52560,100,2330.9,0.9,272935.8,94.8
Office,1928,93275,90,2614.4,0,979428.7,66.5
Multifamily,1927,151540,100,6874.6,0,1069220.3,65.3
Other,1928,143845,100,1256.8,0.1,1641689.6,77.2
Office,1922,127000,100,4265.2,0.2,1706394.1,110.1
Office,1925,142801,100,2840.4,0,1324474.8,147.4
Office,1926,76355,100,273.8,0.5,373531.4,59.1
Other,1927,94914,100,909.6,0,780593.4,53.5
Office,1928,95478,100,1866.4,0,910439.7,100.5
Office,1925,65977,100,1271.4,0,633559.5,56.8
Office,1970,2300271,100,63820,0.5,28199170.5,139.2
Office,1924,71467,100,2499.7,0.3,579073.9,55.5
Office,1935,112609,100,21.9,0,1046376.3,52.3
Office,1926,79230,100,3257.2,0.4,875625.8,69.8
Office,1924,131750,100,3144.4,0.1,1526991,61.1
Office,1924,78585,100,3312.4,0.3,1418296.8,104.7
Office,1922,175000,100,1923.8,0,1622247.2,44.9
Office,1926,781712,100,17948.4,0.1,10212668.5,60.5
Facility,1924,87675,100,726.4,0.3,143686,38.7
Office,1926,164243,60,2112.1,0,1442026.1,30.7
Office,1925,235678,100,8749.2,0.1,2568944.5,90.5
Office,1925,191211,100,4325.9,0,2492452.8,65.3
Office,1922,70579,100,720.5,0,626071.6,57
Office,1929,150809,100,1636.7,0,998658.7,47.4
Office,1922,96275,100,3876.1,0.2,1002733.9,55.6
Office,1924,66073,100,730.1,0.3,592563.2,60.2
Other,1927,235206,100,13689.1,0,2981534.3,38.1
Facility,1928,72679,100,1002.4,0,620539.9,76.7
Multifamily,1927,78325,100,3471.7,0.1,949807,82.9
Other,1924,78006,100,2771.6,0,1084399.8,28.5
Office,1920,129560,100,2813.1,0.2,1416530.6,67.6
Office,1919,314195,100,8183.3,0.1,5800228.2,84.4
Office,1910,182000,100,2519.7,0.1,1609806.1,35.6
Office,1945,81763,100,2159.9,0,646300.5,68.1
Office,1925,117520,100,2098.1,0.4,1205701.7,71.7
Facility,1925,108025,100,1471.8,0,687800.7,53.4
Office,1906,181568,100,1519.8,0,2031860.1,75.2
Office,1924,235806,100,3744,0.3,3707944.4,81.3
Office,1923,152515,100,1375.1,0.3,2283825.3,77.2
Office,1923,137199,100,4585.6,0.4,2214156.9,88.7
Multifamily,2001,180472,100,20209.9,0.6,4591723.3,100.8
Multifamily,1985,54009,100,1095.1,0,787154.4,94.1
Multifamily,1920,63500,100,3116.4,0.6,328744.4,68.7
Multifamily,1909,46200,100,1107.9,0.1,256449.2,76.4
Multifamily,2002,102503,100,3058.4,0.6,881360.2,87.7
Multifamily,1910,64000,100,1877.3,0.4,517942.2,60.9
Multifamily,2006,95000,100,2921.1,0.2,1297367.7,62.2
Multifamily,2008,69851,100,1711.5,0.3,892364.9,64.3
Office,1989,52500,100,1575.4,0.2,944381.1,77.6
Office,1900,216200,100,5085,0,3608370.5,72.2
Office,1904,134235,100,1734.9,0,2272174.4,99.6
Multifamily,2001,270238,100,11261.4,1,3105566.1,131
Multifamily,1909,58269,100,1059.6,0,330408.7,54.9
Other,1901,72000,100,2527.1,0,2115821,65.9
Office,1898,106941,100,1411.6,0.4,1465599.9,79
Multifamily,1938,57926,100,1970.4,0,323626.9,68.2
Multifamily,1938,57605,100,2116.7,0,230405.9,59.6
Education,1910,51384,100,940.3,0,582537.1,77.3
Education,1939,77437,100,580,0,1471314.6,98.1
Multifamily,1875,45849,100,1725.4,0.2,552105.6,47.4
Office,1901,237000,100,4932.9,0,5421604.1,102.8
Office,1911,82500,100,1428.8,0,873785.5,55.1
Office,1910,79745,100,730.1,0,1145281,77.8
Multifamily,2006,92813,100,1906.2,0.4,731141.5,66.6
Multifamily,1911,51048,100,1297.9,0.5,617730.6,84.5
Multifamily,1911,67132,100,2326.4,0.2,927536.5,69
Multifamily,2012,56378,100,2384,0.3,252045.2,41.7
Multifamily,1910,127000,100,5240.9,0.5,791945.1,64.9
Multifamily,2008,71930,100,1075.4,0.3,407198.1,47.4
Multifamily,2008,129326,100,4614,0.2,1493081.7,61.1
Multifamily,1978,158605,100,7148.4,0.6,1252421.4,83.5
Multifamily,1958,94835,100,3664.8,0,112549.6,23.6
Office,1910,64460,100,1929,0.1,662262.8,100.7
Office,1911,96000,100,3714.9,0.3,957736.3,66.1
Office,1911,60972.9,100,1491,0,567289.9,62.6
Office,1911,46280,100,885.2,0,330475.6,52.1
Hotel,2003,55916,90,4857.2,0.3,1205992.5,102.5
Multifamily,1911,63834,100,1560.4,0.5,854948.7,95.8
Multifamily,2008,335836,100,14757.6,0.3,4030255.5,64.1
Office,1911,78800,100,3583.4,0,730519.3,40.8
Multifamily,2001,263760,100,9296.8,0.6,2129529.6,85.8
Office,1970,84150,100,944,0,713406.3,42.4
Office,1913,64856,100,3966.7,0.1,1034093.4,94.9
Multifamily,1911,42422,100,843.1,0.1,165519.5,53.1
Multifamily,1922,43500,100,2458.8,0.1,313684.1,30.9
Multifamily,1912,61500,100,6926,0.3,1616253.2,143.4
Hotel,2007,57200,100,6436.2,0.5,1444653.9,132.2
Multifamily,1985,45455,100,946.7,0.4,366274.3,60.9
Office,1950,52976,100,2168.6,0,978485.7,71.2
Multifamily,1970,51627,100,1961.4,0,262181.4,56.6
Multifamily,1911,70077,100,2623.4,0.4,217640,47.7
Other,1926,197612,100,3744.7,0,2187217.6,72.6
Office,1910,118785,100,1095.1,0,962472.6,100.3
Office,1910,52500,95,88863.7,0,564989.6,47.3
Office,1913,56500,100,413.4,0,460467.1,80.7
Office,1923,127658,100,1014.4,0,1482022.8,112.7
Hotel,2008,80454,80,7369,0.5,1291486.7,102.8
Office,1912,48686,100,745.7,0.3,488309.6,56.9
Office,1928,190325,100,3964.2,0,2477892.5,42.5
Multifamily,2008,265158,100,26883.5,0.6,8562204.6,115.1
Office,1930,83642,100,2282.3,0.1,1068355.2,68.9
Office,1912,85517,100,880.5,0,5431999.3,292.9
Office,1900,105642,100,1505.3,0.2,868155,49.2
Hotel,2013,124000,100,8665,0.3,1734099,75.5
Office,1927,248714,90,3162.8,0.2,2643896.7,56.7
Multifamily,2008,401085,100,11338.8,0.3,4591227.6,67.3
Hotel,1918,1412862,100,98534.6,0,10094625.7,108.3
Office,1903,53115,100,825.8,0.3,755630.7,70.2
Office,1960,138728,100,6355.4,0.3,2912444.3,118.7
Retail,1902,2169496,100,83344.9,0,36806769.6,60.9
Office,1915,252284,100,4162.6,0,5541641.3,84.1
Office,1945,101203,100,3534.5,0,1027142.1,87.1
Office,1921,227400,100,4722.6,0,3475824.7,73.1
Office,1925,356246,100,2273.6,0.2,1915625.4,33.7
Office,1909,57000,100,637.2,0,458400.5,55.1
Office,1923,99117,100,2095.3,0,946454.6,55
Office,1925,399639,100,3249.1,0,8154223.8,83.4
Office,1914,110000,100,1943.4,0,1502726,46.9
Office,1924,96346,100,519.9,0,814971.1,38.7
Office,1928,423289,100,7154.8,0,6842283.8,76.9
Office,1926,499340,100,6669.9,0,6587349.7,46.4
Office,1925,490672,100,11197.8,0,5672360.3,52.2
Office,1950,1094991,75,33024.4,0,11034324.6,82.3
Office,1935,809400,100,4568.4,0,11817561,75.8
Multifamily,1923,52289,100,874.9,0,411528.4,56.8
Office,1930,420293,100,5572.5,0,4546910.2,62
Office,1914,126457,100,3092.5,0,1199497.2,62.9
Multifamily,1965,271270,100,10701.9,0.7,1533135.4,84.9
Multifamily,1964,294839,100,14726.9,1.1,2533714.2,140.2
Multifamily,2008,69630,100,2256.1,0.5,635253.1,73.6
Multifamily,1962,444643,100,16371.1,0.5,2210033.7,68.5
Multifamily,1986,74500,100,2263.9,0.6,610847.9,77.4
Office,1906,261000,100,2061.4,0.2,3875947.8,60.8
Multifamily,1911,62192,100,3859.2,0,400883.9,93.6
Office,1988,164630,100,2250.1,0.2,1747681.2,57.9
Office,1910,283678,100,4721.7,0,4791089.4,75.5
Hotel,1906,52000,100,794.4,0.4,189860.7,50.4
Office,1905,107967,100,339.2,0,1261354,53.7
Office,1911,77035,100,680.6,0.2,756061.9,73.1
Education,1988,90600,100,4870.3,0.4,2177263.8,90.2
Multifamily,1915,51269,100,339.6,0.3,442017.5,54.4
Office,1906,60257,100,1623.3,0.3,1181826.8,84.4
Office,1900,161154,100,3646.1,0.2,4226665.9,99
Office,1950,71302,100,2438.6,0.7,1506520.7,108.3
Office,1910,47349,100,3128.2,1,2725433.4,313.3
Office,1902,92058,100,2810.5,0,1866798.1,58.8
Multifamily,1963,65959,100,1420.8,0.5,802517.5,77.4
Multifamily,1908,80730,100,1578.4,0.3,914277.9,68.5
Office,1901,120000,100,3596.5,0,2322669.8,67
Multifamily,1901,55025,100,1078.7,0,462227.4,93.7
Multifamily,1906,58594,100,1726.5,0.4,733586.3,77.7
Office,1896,749000,100,16764.8,0,14136907.7,88.2
Office,1911,112462,100,4479.3,0.3,2113064.1,108.3
Office,1920,51000,100,281.2,0.3,1005254.9,90.8
Office,1900,49690,100,2594,0,873741.2,83.9
Office,1886,191278,90,2726.8,0,3667284.1,75.9
Office,1906,92820,100,7817.2,0,1304956.9,79.1
Office,1909,120000,100,1437.8,0,1133685.8,41.4
Office,1908,100794.9,100,3840.1,0,1183664.3,64.8
Office,1900,150000,100,1858.9,0,2262102.4,61.2
Multifamily,2006,115127,100,3915.3,0.5,1284702.8,86.1
Office,1920,59752,100,2417.7,0.2,868680,90.7
Other,1907,101368,100,1608.4,0,951741.7,54.1
Office,1910,110000,100,2412.8,0.1,1347815.3,68.5
Multifamily,1915,73500,100,844.6,0.4,524278.5,60.6
Multifamily,2008,151236,100,5065.1,0.2,1142672.9,43.2
Office,1908,118948,100,1817.2,0,962714.2,100.3
Office,1911,128000,100,5224.4,0.2,1964841.4,83.5
Office,1910,159287,75,3497.8,0,1586813.4,49.2
Multifamily,1909,52829,100,901.1,0,301468.8,59.7
Office,1907,52500,100,1124.6,0,391844.2,36.3
Multifamily,2003,68316,100,888.8,0.3,398216.3,45.4
Multifamily,2000,459402,100,26466.7,0.3,9815837.8,88.2
Office,1911,460105,100,7254.4,0,8120773.5,68.4
Office,1901,74027,100,1550.5,0.3,1522617.2,103
Other,1903,92285,100,958.8,0,1992117.7,99.2
Office,1910,720042,90,35686.8,0.1,15167853.1,97.8
Multifamily,2000,269610,100,13697.8,0.5,2824423.9,82.9
Office,1912,70000,100,2774.5,0.2,965461.7,81.9
Office,1914,272754,100,4794.3,0,3390999.6,50.1
Office,1916,60000,100,1448.2,0,721461.8,68.9
Other,1920,97554,100,1811.1,0,1309521,81.3
Multifamily,2007,382790,100,20561.7,0.6,5657503.3,100.6
Office,1909,100000,100,3577.2,0.4,786174.2,59.1
Office,1896,105667,95,3761.8,0.2,717230.4,130.6
Office,1930,82720,100,6469.2,0.2,1496012.5,95.8
Multifamily,1909,61150,100,2673.5,0.8,685806.7,107.1
Office,1908,122330,100,0,0.2,1825462.4,74.7
Office,1915,132000,100,1825,0,1704101.3,63.6
Office,1912,121566,100,3535.3,0.1,421010.4,75.9
Office,1920,388582,100,13.6,0.1,4535899.2,57.7
Hotel,1994,50000,100,969.5,0.4,445034.7,67.7
Multifamily,2003,298829,100,9738.6,0.5,2498184,78.4
Office,1930,80804,100,1074.1,0.4,881001.8,73.1
Hotel,1999,125000,85,11328.5,0.7,2300304,132.7
Office,1967,141830,100,1710.1,0.3,2284406.6,85.9
Office,1916,49700,100,815.4,0,491981.6,89.4
Office,1910,75750,100,1704.1,0.6,407769.9,82.8
Office,1930,59151,100,2947.3,0,1076735.9,46.7
Multifamily,1924,63684,100,1020.1,0.6,262192.5,65.8
Multifamily,1927,41804,100,2074.9,0,436823.9,83.6
Office,1913,51554,100,1219.9,0.4,317248.9,51.1
Hotel,1904,90633,100,14923.7,0.1,577239.2,32.9
Hotel,2012,177000,85,7121.1,0.2,1111589.2,37.3
Office,1909,130000,100,1740.7,0,449754.9,34.6
Office,1915,132844,90,3591.1,0,813804.6,43.8
Office,1915,75370,100,3147.8,0,798861.3,66
Hotel,1900,83753,90,9104.5,0.4,1104211.2,83.2
Office,1908,52240,90,3794.1,0,759593.3,82.2
Office,1913,113000,90,4794.4,0.2,974736,66
Office,1906,54118,100,3116.2,0.7,907774.4,146.6
Office,1911,63000,100,1537.1,0.3,690941.5,124.1
Office,1908,185789,100,5513.2,0.2,2814691.8,63.1
Hotel,1900,75568,90,8867.1,0.1,1033352.3,105.3
Office,1925,136069,100,3634.2,0.1,2388107.6,72
Office,1907,81831,100,1372,0.3,1435288.1,78.6
Office,1906,57853,100,752.5,0,789164.4,70.5
Office,1920,80291,100,1913.7,0,1895184.8,107.6
Hotel,1980,55498,80,5469,0,437582.9,32
Hotel,2013,90000,100,6785,0,1729756.5,113.5
Hotel,1980,64817,100,4908,0.3,1068343.1,82.8
Office,1902,87706,100,9889.2,1.3,1887757.1,197.4
Office,1915,67900,100,3519.9,0.1,800987,78
Office,1920,59367,100,1926,0.2,829577.4,97.3
Office,1912,65000,100,585.7,0,764542.6,74.3
Office,1911,60149,90,638.8,0,427899.3,68.5
Hotel,2013,51147,95,2998.2,0.2,840333.9,74.4
Multifamily,1986,282000,100,20648.5,1,2892176.1,122.6
Office,1920,114319,100,1318.4,0,1445559.6,116.5
Office,1911,52631,100,4195.4,0.1,568464.3,83.8
Office,1910,58909,100,1352.5,0,532562.8,59.3
Office,1925,50771,100,379.9,0,448238.6,61.7
Office,1926,153962,100,1330.4,0,1896550.9,65.2
Office,1925,147943,100,1935.2,0,1947910.1,122.6
Office,1915,52698,100,518,0,503673.4,64.6
Office,1921,95000,100,2373.7,0.4,1728868.3,95.9
Office,1936,66577,100,961,0.1,719889.9,75
Office,1912,110000,100,1001.6,0,1192539.6,78.8
Hotel,1930,126374,100,8663.9,0.8,2560818.1,142.4
Office,1924,73600,100,1097.4,0,567159,60.8
Hotel,2013,78000,100,6327.2,0.4,1156070.4,86.2
Office,1912,109172,95,1965.9,0,1789243,80
Office,1915,65043,100,2528.4,0,774285.4,54.7
Office,1912,51000,100,475.8,0,467893.4,74.7
Office,1913,113631,100,2941.3,0.1,2091148.4,102.7
Multifamily,1907,80683,100,4584.1,0.7,392654.4,77.3
Hotel,1924,125000,90,11923.2,0.7,3006563.6,150.6
Office,2002,88694,100,2183.2,0.1,1062083.2,86.4
Multifamily,1965,408591,100,23521.7,0.9,3917333.5,121.7
Office,1900,52000,100,887.4,0.4,832948.7,94.5
Office,1907,138727,100,1235.6,0,2099999.8,123.8
Multifamily,1900,95592,100,2594.7,0.6,1706701.9,104.2
Multifamily,1984,63255,100,2660.1,0.4,476493.3,60.7
Office,1911,69197,100,1419.9,0,1487402.2,68.4
Education,1906,271596,100,3269,0.4,4626359.3,93
Office,1901,87408,100,1327,0.3,2039520,99.5
Office,1904,52298.7,100,1102.3,0,466106,52.2
Multifamily,1902,118446,100,14818.6,0.4,1775704.7,147.7
Office,1900,35000,100,948.3,0.1,857982.9,70.6
Office,1935,61983,100,3186.2,0.2,3235614.4,108.6
Retail,1882,52810,100,1829,0,1544207.5,115.5
Multifamily,1985,102017,100,3693,0.4,1252680.7,71.1
Office,1900,69396,100,8659.6,0.5,2385151.3,134.2
Facility,1900,73622,100,736.1,0,796305.4,69.4
Office,1877,199588,100,9333.4,0.1,5171736.5,95.9
Retail,1900,88277,100,511.8,0,1440558.2,86.3
Office,1913,296432,100,2969,0,3910986.9,53
Office,1911,65600,100,819.3,0,401563,54.5
Office,1927,217724,85,2853,0,2599566.2,50.4
Multifamily,1913,155597,100,4958.8,0.2,2368977.4,70
Office,1918,173159,100,5176.5,0,2558825.8,82.2
Parking,1955,59400,100,999,4.4,394261.9,918.9
Multifamily,1958,72507,100,4160,0.5,1285681.6,90.9
Multifamily,1911,74646,100,7241.9,0.4,894528.9,162.4
Multifamily,1986,230165,100,13111.9,0.1,3178772.8,138.6
Multifamily,1913,60609,100,1928.7,0.4,872246.9,84.4
Office,1902,183000,100,1929.2,0.1,2970313.2,100.6
Multifamily,1911,136754,100,4412.9,0.1,1508668.3,84.7
Office,1924,196120,100,0,0,3603206,89.4
Multifamily,1985,361635,100,15692.6,0.7,3023955.6,97.9
Multifamily,1907,58033,100,1360,0.4,313808,61.9
Multifamily,2008,195000,100,3563,0.5,2927080.1,101.5
Office,1909,1143356,100,23439.8,0,24790164,105.5
Office,1929,2300000,100,45131.5,0,48343018.3,90.2
Office,1972,518623,80,7505.4,0,6862708,115.4
Office,1911,54000,100,1661.1,0.3,826065.9,104.3
Office,1927,307418,80,7101.3,0.1,4118491.1,78.3
Multifamily,2014,515185,95,9472.2,0.2,4442810.2,46.6
Office,1928,250861,85,3394.4,0,3459976.4,59.7
Office,1916,126052,95,0,0,2134249.8,58.9
Hotel,1903,73000,75,2213.8,0.1,3411047.3,174
Office,1913,152709,100,6140,0,128273.7,81.1
Office,1915,75655,100,1817.4,0,1103001.8,130.6
Office,1913,246520,100,2372.4,0,4134708,68
Office,1912,92988,100,857.2,0,1212197.1,117.7
Multifamily,2008,171581,100,5421.1,0.2,1940960,60.8
Office,1921,583972,100,2366.8,0,4502673.2,44.4
Office,1913,180000,90,11638,0,1476664.2,59.1
Other,1915,160686,100,1289.6,0,654457.7,44.2
Office,1914,53464,100,873,0,364773.6,87.6
Hotel,1929,94870,90,6397.3,0.1,1218096.4,81.6
Hotel,1903,63967,100,53564,0.7,1215186.5,133.9
Multifamily,1922,76430,100,2078.3,0.4,729394,76.4
Multifamily,2013,175687,95,3864.4,0.4,957416.1,50.6
