ptype,floora_plan,year,occ,site_EUI,n_site_gas,n_site_elec,water_use
Multifamily,56740,1929,100,186,28997.1,549558.8,153166.6
Other,130333,1974,100,124.8,42523.7,7277089.5,0
Multifamily,265383,1974,100,25.7,17492,1402134.2,22452.8
Multifamily,68422,1958,100,68.5,41490,241778.1,5575.4
Multifamily,58811,1930,100,66.6,36006.9,162442.7,3183.6
Multifamily,79705,1940,100,101.3,76419.1,291337.5,5619.4
Multifamily,140000,1960,100,92.4,88004,552446.7,1288522.4
Multifamily,78620,1951,100,64.4,5696.3,295510.6,6043.4
Multifamily,102902,1973,100,61.3,52402.8,416763.8,7660.8
Multifamily,109000,1951,100,109.5,115775.2,360304.3,7841.8
Facility,170000,1962,100,56,26939.4,1687413,1444
Multifamily,67652,1925,100,111.7,5423.5,258349.7,10356
Multifamily,58801,1948,100,74.2,39396.4,204045.2,4776.4
Multifamily,28916,2009,100,97.4,41428.1,408703.3,3420.8
Multifamily,130548,1963,100,125.8,146611.1,743546.9,24750
Multifamily,63325,1964,100,105.2,65961.1,199093.2,5358.3
Multifamily,88000,1920,100,102.4,5197.1,392219.5,7777.6
Multifamily,69618,1956,100,117.9,7034.6,333124.1,0
Multifamily,76790,1989,100,128.4,84138.8,672468.7,5325.6
Multifamily,89910,1986,100,62.4,48950.5,342317.3,3815.1
Multifamily,200476,1962,95,101.9,182287.6,1020412.7,20379.5
Multifamily,376976,1965,100,99.1,352020.8,1352318.2,26667.3
Multifamily,270499,1962,100,90.6,227307.3,506078.1,31381.6
Multifamily,308109,1962,100,101.6,292381.4,1189000.3,27728.8
Multifamily,233437,1961,100,57.9,107565,776086.3,12651.1
Multifamily,225877,1962,100,100.4,199477.8,1278007.7,12789.4
Multifamily,306708,1962,100,95.4,272118.1,1141440.8,23436.5
Multifamily,305089,1962,100,88.7,250997,1113842.8,22770.7
Multifamily,349005,1962,100,95.7,307121.2,1559977.6,29069.3
Multifamily,144690,1983,100,69.2,89712.8,310303.9,17981.5
Multifamily,260760,1986,100,82.8,192542.1,1111725,15552
Multifamily,144760,1997,100,69.4,79903.8,603488.4,6250
Multifamily,65813,1970,100,82.6,48455,253360.6,4479.3
Multifamily,146432,1970,100,92.2,115917.8,518876.6,12186.5
Multifamily,135068,1989,100,68.9,72373.6,878752.6,10298.4
Multifamily,129526,1963,100,83.8,91295.8,490894.3,9107
Multifamily,220440,1970,100,82.3,153199.9,1214672.5,10346.3
Multifamily,98381,2012,100,55.8,38614.7,794840.6,3613.8
Multifamily,158451,1970,100,69.5,90646.9,563327.3,9498
Multifamily,77822,1966,90,88.1,62987.2,306966.7,5077.6
Multifamily,260900,1955,100,80.5,181207,1148622,7894.8
General Medical,590371,1978,100,284.7,1016940.6,19366899.9,86522.1
Multifamily,219845,1963,100,87.9,178682.1,903526.6,12298
Multifamily,110319,1973,100,72.9,67513.2,498414.6,8562.8
Multifamily,71058,1969,90,101.5,68765.6,263753.7,3755.8
Multifamily,59413,1959,100,163.1,6742.9,387500,9300.5
Multifamily,54947,2001,100,68.5,31857.7,237479.9,3892.7
Multifamily,112000,1950,100,132.8,10018,316610.9,12938.5
Multifamily,73239,1956,90,111.7,78108.6,255947.1,658108.6
Multifamily,85923,1959,100,182.7,62498.4,328012.9,6236.9
Multifamily,96774,1959,90,135,10821.7,401668.3,2222
Multifamily,73446,1930,100,88,60580.8,274137,5243.8
Multifamily,166496,1954,100,84.5,10529.1,753357.7,5912.6
Multifamily,72224,2005,100,45,20645.9,385659.1,3395.7
Multifamily,56700,1996,100,81.2,30586.8,527437.1,3868.9
Multifamily,125626,1964,100,84.3,78199.2,751186.2,6298.8
Multifamily,50694,2000,100,86.9,33840.5,376844.7,4363.1
Multifamily,64920,1929,100,56.6,2390,197895.2,3113.8
Multifamily,59796,1929,100,100.8,56663.6,246914.1,4122.2
Multifamily,77927,1942,100,62.2,45011.3,231913.5,2768.5
Multifamily,82330,1938,100,57.7,43386,236009.8,3109.7
Multifamily,101379,1938,100,70.7,74890.2,91548.6,2729.8
Multifamily,90000,1927,100,14.5,2965.4,289423.4,4804.4
Multifamily,96881,1956,90,20.8,5971.8,349112.1,6592.6
Multifamily,83000,1926,100,77.1,6174.1,301927.4,6777.4
Multifamily,54000,1929,100,129,14954,172494.4,4405.1
Multifamily,118992,1960,100,98.9,6160.3,420008,0
Multifamily,106097,1937,100,101.1,4712.6,357710.3,6333
Multifamily,150000,1954,100,2.1,514,79439,1232.8
Multifamily,82720,1951,100,73.1,6083.8,922804.4,7245.2
Multifamily,81563,1960,100,74.7,2084.2,557780.5,3314.6
Multifamily,215536,1952,100,40.6,48132.8,788370.8,7357.4
Multifamily,90330,1951,100,120.4,61266.5,1001073.1,10128.7
Multifamily,124877,1981,100,88.4,89103.1,763281.2,7125.9
Multifamily,162470,1973,100,75.3,101771.8,792981.8,6624.6
Multifamily,162470,1973,100,80.3,108977.4,816441.7,7173.1
Multifamily,448483,1961,100,41.8,146394.6,1284667.8,16031.5
Multifamily,399300,1961,100,66.9,194117.6,2562122.9,15247.2
Multifamily,99990,1960,100,72.3,47020.9,720600.5,6490.1
Multifamily,172805,1982,100,24.7,30168.3,423264.3,6781.1
Other,91193,1961,100,136.3,112847.8,5353989,25130.2
Other,106750,1992,100,154,103164.4,3090921.5,7089.6
Multifamily,176942,1963,100,68.4,94871.9,963427.6,7958.5
Multifamily,356686,1969,100,99.4,322424.2,937226.5,14139.7
Multifamily,146525,1969,100,59.5,70586.2,501538.2,5705.6
Multifamily,75990,1961,100,155.9,67322.2,595734.6,7318.2
Multifamily,75990,1961,100,145.2,63553.2,643498.2,5549.7
Multifamily,114660,1963,100,78.7,73494.7,659642.7,5796.6
Multifamily,295126,1971,100,180.2,394626.5,3934136.5,18390.5
Multifamily,208345,1951,100,67.7,128255.4,674690.5,11024.6
Office,61620,1972,90,201.3,57077.4,2026567.8,1123.1
Multifamily,51150,1939,100,9.6,2510.1,70119.6,6209.1
Multifamily,271380,1947,100,110.7,279683.8,1218875.4,11615.9
Multifamily,177516,1950,100,113.4,175723.9,1141143.5,12174.2
Multifamily,120212,1963,100,103,4232,797379.9,5272.9
Multifamily,115181,1954,100,90.9,93189,582857.7,5476.5
Multifamily,156736,1951,100,102.3,155972.1,520410.6,8390.2
Multifamily,199464,1951,100,93.4,167460.5,878943,11711.9
Multifamily,94342,1963,100,23.2,4123.6,511404.7,4890.8
Multifamily,107884,1940,100,48.3,45343,75316.9,5324.4
Multifamily,151869,1940,100,117.2,168363.6,621975.8,5229.6
Multifamily,151869,1940,100,110.7,159339.4,569835.7,16846.3
Multifamily,151869,1940,100,117.2,171654.6,623207.7,11586.8
Multifamily,146025,1952,100,72.9,99619.2,208945.7,6608.3
Multifamily,115654,1940,100,109.8,125448.8,407018,7513.2
Multifamily,155340,1955,100,97.9,6124.5,606139.4,6790.8
Multifamily,480359,1952,100,85.6,377888.2,1846248.1,30557.9
Multifamily,116784,1950,95,76.9,96492.2,102806.3,2386.3
Multifamily,116784,1950,95,86.4,96127.4,435829.9,5536.2
Education,165240,1999,100,51.2,39101.7,1426516.9,1034.6
Multifamily,254682,1966,100,63.3,144868.4,874953.1,13791.1
Multifamily,52000,1961,100,87.2,1822.4,240041.8,2036
Multifamily,379680,1973,100,50.4,92265.6,3013681.9,27296.4
Other,17472,1955,100,118.2,36652.9,847558.7,3593.5
Office,176600,1964,100,204.8,72.9,3850709.5,5604.5
Multifamily,66507,1952,100,60.8,36825.3,193190.5,10514.9
Multifamily,188916,1950,100,138.6,7227.2,692104.1,0
Multifamily,192775,2000,100,71.7,100277.9,1667032,10971.7
Multifamily,165906,2000,100,124.7,141791.6,2030574.7,8313.8
Multifamily,109500,1988,100,29.1,26533,221481.8,8901.3
Multifamily,61178,1991,100,130.3,73804.8,822119.6,10044.1
Multifamily,76345,2007,100,35.5,20073.4,248131.2,3011.1
Office,67000,1962,100,120.6,44527.1,1599731.7,7246.4
Multifamily,98516,1963,90,97.6,66927.1,735285.2,5552
Multifamily,58089,1962,95,96.7,48770.8,314724.2,6409.9
Multifamily,52844,1992,100,50.5,23248.7,185569.3,1975.6
Multifamily,120000,1951,100,90.4,45352.5,501661.2,7265.5
Education,335192,1962,100,68.7,170823.1,2177702,5045.6
Multifamily,157333,1950,100,86.2,125759.4,572717.2,7970.1
Multifamily,353010,1961,100,73.5,217846.7,1673302.8,11271.6
Multifamily,210000,1949,100,52.1,77426.3,743914.8,10611
Multifamily,120600,1949,100,133.7,153659.5,624731.9,8458.6
Multifamily,147700,1949,100,137.9,196391.2,779973.7,28094.9
Multifamily,243396,1965,100,82.8,182736.1,970568.1,9954.7
Multifamily,189308,1952,100,67.1,111108.8,753097.7,7017.5
Multifamily,752308,1965,100,58.4,381720.2,2538885.4,24570.6
Multifamily,82800,1948,100,141.6,61636.7,175069,5130
Multifamily,82400,1948,100,136.3,5389,186124,2092.4
Multifamily,135900,1948,100,134.5,71865.5,271701.3,8416.3
Multifamily,72976,1976,100,71,41872,384016.1,2098.3
Multifamily,61578,1961,100,76.9,49153.5,70471.2,3876.6
Multifamily,105336,1960,100,7.1,2176.3,152801.3,6542.9
Multifamily,240500,1962,95,69.4,141161.7,1097349.3,10653.8
Retail,157745,1980,100,47.2,20977.7,1636551.9,311059.3
Office,119623,1967,100,77.2,124626.5,1357326.2,5777.2
Education,76000,2005,100,31.5,9942.3,440187.5,593.7
Multifamily,96976,1948,100,15059.3,154755.7,423649358.8,7100.5
Multifamily,113498,1948,100,162.1,130804.9,1593054.3,14710.9
Multifamily,381993,1972,100,194.3,472713.5,5851487.6,22127.2
Multifamily,117560,1948,100,154.7,108550.1,2098358.7,11288.5
Multifamily,89250,1926,100,92.4,75073,342498.5,5061.3
Facility,115600,2007,100,5.8,2369.4,138945.4,1507.4
Facility,83850,1957,100,12.1,6099.7,127873.8,38.2
Office,73750,1960,100,46.9,12658,627712.9,1869.8
Multifamily,78010,1890,100,70.2,40720.9,485208.8,4621.2
Multifamily,77000,1929,100,84.4,20397,265964,3851
Multifamily,71436,1925,100,78.3,46929.6,356529.3,4458.4
Multifamily,58300,1931,95,71.8,37513.4,218445,3260.2
Multifamily,111230,1937,100,52.7,51412.8,307150.9,2488.8
Multifamily,72816,1955,100,86.9,2862.6,301002.1,4941.6
Multifamily,66481,1970,100,60.5,28466.6,290785.3,2580.8
Multifamily,82767,1938,100,75,56828.9,296850.9,4849
Multifamily,107250,1969,90,101.2,94971.8,578168,9327.4
Multifamily,114648,2013,100,78.4,71355.4,659548.2,6987.6
Multifamily,62515,2013,100,78.2,40737.1,314067,1753.8
Multifamily,53166,1933,100,106.7,52087.8,225063.9,898.1
Office,125000,1941,100,158.1,131472.4,1906322.9,2456.1
Multifamily,144700,2009,100,95.5,57177.4,2352821.6,4179.4
Office,81613,1974,100,84.7,45514.8,819977,3213.6
Other,56000,1944,20,21.7,14253.8,7022.6,159.4
Multifamily,90440,1960,100,82.1,60797.9,490224.5,4434.1
Multifamily,54600,1970,100,59.1,28572.4,151874.2,1709.3
Multifamily,118450,1960,100,76.7,79945.1,486392.4,3996.1
Multifamily,176144,1970,100,88.9,147090.3,1036981,8122.1
Multifamily,85020,1953,100,96.4,70723.3,347431.6,7754.2
Multifamily,55208,1952,100,83.8,39633.1,227566.3,3192.3
Multifamily,69104,1950,100,83.3,51470,221946.3,5238.6
Multifamily,106957,1951,100,72.3,59908.5,563997.6,4634.9
Multifamily,55208,1952,100,82,38754.5,222620.2,3175.5
Multifamily,117143,1949,100,87.9,82079,596633.4,9073.1
Multifamily,109821,1949,100,94.1,78977.1,838588.2,8515.8
Education,179024,1931,100,51.4,91312.8,262802.5,2408.7
Multifamily,275000,1955,100,79,188287.7,1156244.4,14896.9
Multifamily,197864,1968,100,116.1,185286.8,1315010.2,10638
Multifamily,71465,1952,100,69.2,45327.9,144283.6,3269
Multifamily,75729,1952,100,88,55188,254929.6,4284.1
Multifamily,66175,1952,100,75.4,42492.3,241729.8,3343.3
Multifamily,66175,1952,100,92.9,54373.9,234043.8,2985.5
Multifamily,66175,1952,100,93.5,56609.2,235754.5,3078.2
Multifamily,63054,1952,100,35.3,12997.3,236053.7,3308.6
Office,52758,1924,95,60.2,1667.7,461022.5,1627.8
Multifamily,98748,1937,95,85,73407.9,415671.5,6195.7
Multifamily,51282,1941,95,120.7,58644.7,194106.7,4643.3
Multifamily,110538,1941,95,76.5,74003,436202.5,8806.8
Multifamily,136000,1933,100,77.4,98995.5,99141.2,59.1
Multifamily,81181,1929,100,70.4,49318.9,309434,7111.2
Multifamily,66466,2013,95,73.6,40546.1,314067,3371.5
Multifamily,65916,1962,100,131.8,76507.7,402208.5,8374.8
Multifamily,88900,1957,95,92.3,58945,424921,9273.9
Multifamily,62652,1962,95,104.7,45938.2,396962.5,6214.9
Multifamily,83394,1954,95,88.6,50463,459574.2,8981.4
Multifamily,82284,1957,100,115.7,86127,375976.7,8149.8
Multifamily,127200,1942,100,86.5,94430,121860,52.3
Multifamily,50070,1927,100,148.6,59597,212090.6,8593.6
Multifamily,55440,1920,100,109.1,24314,245808.9,6604.6
Multifamily,73280,1952,100,94.6,62679.2,40039.1,6669
Multifamily,122640,1959,100,99,103863.1,540238,6268.3
Multifamily,124600,1940,100,102,2331.5,902747.7,14393.7
Multifamily,179273,1951,100,132.8,210408.9,968095.7,20027.6
Multifamily,53580,2004,100,69.6,30128.9,258117.2,1597.9
Multifamily,51058,1952,100,126,54023.1,284664.8,3667.8
Multifamily,57124,1966,100,95.9,44067.6,313023.4,4958.9
Multifamily,61050,1959,100,97.6,51648.5,317198.7,2685.5
Multifamily,98000,1959,100,536.7,512715.5,373707.5,5221.4
Office,47125,1953,100,87.9,46804.4,255699.6,3346.3
Multifamily,150903,1953,100,59.9,82443.2,308441.4,7700.4
Multifamily,126714,1958,100,81.9,86580.9,555233.9,8862
Multifamily,273882,1990,100,64.8,66335,3225599.6,11401.8
Multifamily,177000,1952,100,103.4,157233,691524,10504.9
Multifamily,141857,1948,100,147,86612,519631.7,6154.2
Multifamily,50071,2010,100,24.7,4233.5,248979.2,1404.1
Multifamily,65118,1952,100,134.1,72048.9,429911.7,4354.4
Multifamily,57144,1955,100,110.8,51066.9,284177.2,6155.7
Multifamily,56778,1990,100,85.9,37651.3,386007.9,5139.1
Multifamily,93480,1942,95,75.2,58945.4,390605,6520.2
Multifamily,119900,1941,100,88.1,98931,441107.6,591.2
Office,63492,1929,100,83.1,27356.9,810359.3,1849.2
Entertainment,61623,1931,100,129.7,103487.5,1042595.7,4611.5
Multifamily,173460,1961,100,154.8,254735.2,696032.9,13040.5
Multifamily,79380,1941,100,58.6,35097,322409.3,7070.4
Office,60000,1962,100,86.4,21211.9,970868.6,697.1
Multifamily,59946,2003,100,178.9,88880,667463.5,11283.7
Multifamily,104377,1962,95,55.8,45879.4,434107.4,5981.2
Multifamily,55500,1931,95,174.9,51015.2,234425.6,6043.3
Multifamily,53990,1941,100,95.8,46950.7,238632.5,2188.1
Multifamily,43814,2007,100,106.7,37288.1,369879.9,2850.8
Multifamily,95915,1939,100,75.4,62539,394411.4,8231.6
Multifamily,81270,1931,100,86.7,57796.9,391221.6,9280.3
Retail,54978,1952,100,40,1200,516239.9,104.7
Office,94075,1905,100,548.4,399577,3331219.6,6656
Multifamily,135643,1928,100,631.8,111907.3,22007470.2,14727.6
Retail,122000,1947,100,93.4,27634.1,1347519.9,2260.6
Office,79703,1931,100,60.2,36470,723895.7,407.7
Multifamily,69174,1957,100,152.1,98397.8,286962.5,8707.3
Office,141000,1950,100,56.8,66627.8,3012775.3,1952
Multifamily,151710,1963,100,81.9,108472.2,630457.4,9496.5
Multifamily,154244,1962,100,99.2,138034.2,655271.5,18671.4
Multifamily,113240,1976,90,135,102480.1,1635419.5,12443.8
Multifamily,142590,1961,100,95.6,107364.3,726437.5,10118.5
Multifamily,146880,1962,100,104.5,120709,780159.9,16245.4
Multifamily,59470,1937,95,104.7,46602.9,231885,4974
Office,177749,1971,100,81,70561.5,2078032.1,2852.1
Multifamily,82576,1937,100,98.8,78377.2,103306.7,0
Multifamily,56200,1940,100,97.4,49185.5,78228,0
Multifamily,71826,1958,95,98.1,50612.7,385296,6057.4
Multifamily,99344,1965,95,87.1,59194.7,563982.8,10306.2
Multifamily,128961,1961,95,138.6,115965,667157.6,23770.3
Multifamily,50976,1958,100,87.3,37404.3,266538.5,7270.3
Multifamily,50976,1958,100,109.7,49312.6,287150.6,7178.2
Multifamily,59160,1962,100,117.9,10326,334424.7,4488.3
Multifamily,62676,1961,95,89.4,50496.6,234294.6,6246.3
Multifamily,77885,2008,100,27.2,6817.3,410340.1,12126.7
Multifamily,73313,1961,100,82.7,51615.3,340837.4,3569
Multifamily,118793,1963,100,73,73591.4,546773.7,7085.3
Multifamily,105994,1963,100,63.1,55404.3,422324.1,6490.8
Multifamily,64156,1958,100,74.7,38660.5,265285.3,4910.8
Multifamily,54084,1940,100,83.5,42148.8,167378.1,4685
Multifamily,123914,1964,95,90.7,48592.4,1450464.6,8851.2
Multifamily,53744,1955,100,94.9,63687.1,376890.6,10463
Multifamily,71620,1938,100,94.3,70572.2,52190.9,6446.7
Multifamily,86333,1941,100,47.3,41858.2,51584,2969.2
Multifamily,95412,1950,100,280.5,219816.8,1402310.6,15368.8
Multifamily,79885,1962,100,62.9,50616.1,60078.8,5525
Multifamily,98642,1960,100,128.5,74254.5,1372654.7,5323
Multifamily,139864,1939,100,92.1,121335.1,530598,9241.4
Multifamily,96000,1955,100,88.6,69543.3,578591.1,9435
Multifamily,58146,1955,100,99.9,49722.1,318205.3,4171.1
Multifamily,64857,1959,100,81.8,37434.7,535949.3,3973.6
Multifamily,149000,1975,100,182.2,187961.7,2388772.4,20639.6
Multifamily,184886,1964,100,85.6,131805.7,967874.5,15610.3
Multifamily,128148,1962,100,112.5,95274,691799.2,0
Multifamily,99792,1961,100,79.9,68013.7,456645.1,6324
Multifamily,63936,1962,95,86.3,34631.5,390351.5,6072.9
Multifamily,83690,1937,100,89.1,69270.4,285952.2,33602.1
Facility,142124,2000,100,16,13430.1,318103.6,150.8
Multifamily,58275,2001,100,75.6,36635.4,283942.3,3002.3
Office,24000,1927,100,58.7,25495,412844.2,2088.6
Multifamily,82000,2001,100,87.8,52584.5,659427.9,5468.9
Facility,144500,1930,100,17.1,11239.9,440840.7,170.4
Multifamily,54615,2006,100,81.8,36257.5,302230.2,7147
Facility,71500,1953,100,28.3,5196.8,441341.2,911.7
Facility,53000,1956,100,26.4,16195.9,15151.6,159
Other,181825,1953,0,0.3,0,17167.1,0
Facility,55000,1900,100,12.7,1277.7,169365.6,183.8
Facility,148700,1960,100,39.6,62619.4,268000.5,191.5
Facility,122000,2015,100,5.9,1506.8,162664.4,858.7
Multifamily,59200,1960,100,229.5,55156.6,244418.4,5256.8
Office,99258,1954,100,21.9,11367.3,327805.3,3819.8
Multifamily,215852,1953,100,79.2,143191.2,1084262.4,7930.8
Multifamily,323778,1954,100,65,172047.4,1547490.2,12304.4
Multifamily,144995,1964,100,94.4,113765.1,829438.5,10835.6
Facility,132777,2005,75,7.9,570.2,292514.8,118.4
Facility,54703,2006,100,18.8,3962.1,209825.7,352
Multifamily,100000,1964,100,86.9,11064,525799.9,6456.7
Multifamily,74588,1963,100,89.8,46386.7,686270.8,4929.9
Multifamily,70513,1928,95,67.2,32711.6,294354.6,3699
Multifamily,79709,1950,100,90,63575.4,347749,12816.3
Multifamily,74361,1949,95,62.2,29230.3,193378,4990.2
Multifamily,70000,1947,100,46.6,28840,190222.5,3440.4
Multifamily,139450,1970,100,96,93447.5,1372482.6,6806.8
Multifamily,202000,1964,100,55,97589.1,569079.5,8565.9
Multifamily,219388,1963,100,71.2,138561.5,719789.2,11913.8
Retail,30615,1981,100,311.5,38542.6,1744871.7,65.7
Multifamily,216883,1963,100,58.7,101248,939281,5458.5
Multifamily,231801,1966,100,65.4,129829.1,821121.9,9909.4
Multifamily,177450,1962,100,84,123132.9,939895,5515
Multifamily,155100,1960,100,24.8,5540,912665.6,6000
Multifamily,52995,1975,100,84.2,40768.5,211582.1,3647.8
Multifamily,171400,1964,100,83.1,117285.3,910986.5,8237.9
Multifamily,113625,1950,100,131.9,147339.6,426136.2,7104.6
Retail,122384,1994,100,79.5,39327.6,1843021.3,1171.9
Hotel,84280,2005,100,78.1,34313.9,947560.6,5653
Hotel,81600,2008,100,75.3,28764.7,995783.5,5716
Hotel,56000,2001,100,153.3,40275.8,1387652.5,5796.7
Hotel,210000,1988,85,136.7,163519.3,3762010.6,17231.7
Hotel,114618,1980,100,82,34897.1,1742302,8944.5
Hotel,85900,1965,70,108.7,48752.3,1337726.7,1033154.3
Multifamily,70700,1963,100,112.6,58739.5,648587.7,17306
Office,51400,1999,100,89.1,37023.7,359918.5,41982.8
Multifamily,106946,1970,100,113.1,95515.3,853810,8512.1
Multifamily,57006,1966,100,153.7,71015,486393.9,8435
Facility,67373,2000,100,7.8,4279,0,18.4
Office,253563,1982,100,52.8,38130.4,2914704.9,4411.6
Retail,125460,2001,100,74.9,38207.8,1728340.7,471
Office,100875,1999,100,38.1,589,1103472.6,2855.3
Hotel,71482,1963,100,118,40392.4,1055914.5,16844.3
Facility,57600,1970,100,85.2,31986,573209.2,1003.4
Office,112742,2002,100,64.3,34457.7,2448959.7,144.7
Hotel,59963,2009,90,73.4,16946,830797.4,6827.5
Office,157400,1999,100,64,26769.8,3055261.3,0
Facility,86850,1986,100,74,52127.9,536284.4,0
Multifamily,152000,1962,100,112.7,155874.6,789976.5,12489.7
Multifamily,92956,1960,100,78,64920.9,335129,4237
Multifamily,58800,1941,100,59.1,35191.4,54391,259.7
Multifamily,62814,1941,100,73.6,48261.1,37794,222.1
Multifamily,63968,1961,100,93.4,46768,379871.9,6744.3
Multifamily,71100,1930,100,44.1,33046.1,40464,6549.2
Office,65874,1974,100,221.3,85747,1759039.8,9052.2
Multifamily,86500,1963,100,96,75428.1,422851.1,8732
Multifamily,856427,1974,100,83.3,596143.2,4441363.9,65911.6
Multifamily,50984,2007,100,30.1,1675.9,503112,2215.9
Office,93725,1973,100,232.6,193612,714899.9,9370.1
Multifamily,95300,1974,100,146.7,59084.7,2508926.7,9655.1
Multifamily,620000,1971,100,89.6,473012.9,3666915.9,352.3
Multifamily,137820,1962,100,70.3,93835.1,89962.7,10537.1
Multifamily,60000,1966,100,114.9,57856.5,399061.8,6000.9
Multifamily,111102,1959,100,104.6,111446.3,293477.3,11646.4
Multifamily,78600,1964,100,96.1,66327.4,375232,46363.5
Multifamily,69682,1958,100,91.6,57925.9,284751.4,8220.9
Multifamily,97800,1974,100,66.5,30177.8,1094593.5,6386.1
Multifamily,214701,1952,100,58.6,125097.2,328176,14176.3
Multifamily,144202,1964,100,87.3,107336,795054.8,12376.7
