property type,sqft,Year Built,Occupancy,ENERGY STAR Score,Site EUI (kBtu/ft²),Oil kBtu,Diesel kBtu,Steam kBtu,gas kBtu,Total CO2 tons,Water kgal
Office,2161196,1986,100,78,99,0,414000,46653560.8,302506.3,17398.4,27966.5
Office,1979102,1986,85,68,81.9,0,0,31221707.7,0,14560.1,42664.1
Multifamily Housing,297000,2006,100,15,103.2,0,0,0,22570814.9,1976.4,12702.1
Multifamily Housing,317625,2005,100,0,103.9,0,0,0,22921765.7,2199.4,11922.5
Multifamily Housing,438579,1999,100,20,94.6,584146.1,0,0,29261399.6,2692,18158.2
Multifamily Housing,190354,2000,100,3,104.5,0,0,0,9993199.8,1608.7,11591.4
Multifamily Housing,185816,1997,100,0,82.4,0,0,0,8456269,1104.3,0
Financial Office,1708538,2009,100,0,99.5,0,0,49054009,3108446.9,18325.8,0
Multifamily Housing,197941,1985,100,0,75.2,0,0,0,10062106.4,990,9471.8
Multifamily Housing,150221,1986,100,0,68.3,8541731.2,0,0,2324233.3,783.2,0
Multifamily Housing,116000,1987,100,0,81.2,0,0,0,6438624.4,626.5,0
Multifamily Housing,108016,1986,100,0,74,0,0,0,4653787.7,586.2,4500.8
Multifamily Housing,234119,1986,100,0,98.7,0,0,0,16569015.4,1499.2,13158.2
Multifamily Housing,110896,1985,100,0,75.3,0,0,0,5544466.3,558.9,4962.4
Multifamily Housing,160468,1986,100,0,60.7,0,0,0,6741153.3,656.3,0
Multifamily Housing,512889,1987,100,0,82.8,0,0,0,29934928.6,2791.1,26127.2
Multifamily Housing,196798,1988,100,9,98.7,0,0,0,12314453.2,1573.8,13055
Multifamily Housing,287200,1989,100,0,76.6,0,0,0,14806709.4,1516.9,11748.2
Multifamily Housing,132184,1988,100,17,108.6,0,0,0,10294593.6,1099.1,0
Hotel,451085,2000,100,0,170.8,0,0,0,51021403.7,6997,26929.9
Hotel,509831,2001,95,54,53.4,0,0,0,3073100,2406.9,34352.8
Multifamily Housing,456414,2006,100,8,77.5,0,0,0,21189335.2,2441.6,0
Multifamily Housing,251430,1985,95,42,78.2,0,0,0,12250256.2,1339.4,9540.7
Multifamily Housing,495184,2008,100,0,73.6,0,0,0,17232043.1,2709.6,11874.6
Multifamily Housing,408516,2008,100,25,119.9,0,0,0,44547961.1,3326.3,0
Multifamily Housing,205992,1986,100,22,83.9,0,0,0,10531194.1,1239.8,0
Multifamily Housing,279898,2008,100,13,74.4,0,0,0,10245679.1,1524.7,0
Multifamily Housing,446186,2008,100,3,70,0,0,0,9819766.7,2508.5,0
Multifamily Housing,332500,2000,100,80,57.1,0,0,0,11764166.7,1295.7,0
Multifamily Housing,321372,1969,100,0,72.4,0,0,11168317.4,1592193.9,1830.5,0
Multifamily Housing,315941,2009,100,26,101.5,0,0,0,23706399.1,2508.7,13220.9
Office,296550,1929,100,87,71.7,0,0,10727165.9,0,1718.3,0
Office,447442,1928,100,70,84.5,0,0,13909264.3,325076,3128.4,0
Office,368305,1983,100,65,81.8,0,0,6874299.6,697052,2586.5,0
Office,361878,2013,100,80,72.3,0,0,5498730.2,400466,2275.5,8859.9
Office,786975,1916,95,93,49.2,0,0,7264284.1,0,3400.8,10531.8
Office,335184,1917,100,58,76.9,0,0,1295193.8,0,2357.2,0
Multifamily Housing,310188,1898,100,54,55.9,10133142.6,0,0,3496687.5,1411.2,9559
Office,142990,1900,100,58,98.5,3849973.4,0,0,1781720,1169.7,0
Office,389917,1904,100,59,92.3,21251842.6,0,0,0,3143.4,7399.6
Office,343345,1927,100,88,51.6,0,0,6319512.3,0,1476.3,0
Office,384831,1980,100,72,76.6,0,0,10075346.6,0,2468.6,0
Financial Office,308000,1904,100,1,294.2,0,0,33007600.6,1461556.2,8190.1,0
Office,466820,1956,100,99,38.9,0,0,10851214.9,0,1400.6,0
Office,1072213,1962,100,80,85.4,0,0,39811409.2,0,7441.7,17104.8
Office,275500,1913,100,92,45.2,0,0,4680479.9,0,1043.9,0
Multifamily Housing,154343,1982,100,9,116.5,0,0,11872260.3,1688759.4,2246.2,0
Office,400143,1967,80,73,91.4,0,0,15135701.5,0,3082.3,8081.2
Office,213300,1902,100,73,77.4,13951799.2,0,0,323910.5,1559.5,10017.2
Multifamily Housing,325062,2005,100,1,110.7,0,0,13099232.8,6737637.3,2724.7,0
Multifamily Housing,377214,1920,100,35,72.1,0,0,0,15674543.6,1940.5,0
Multifamily Housing,488895,1997,100,46,60.8,0,0,0,15841065.5,2129.4,16042
Multifamily Housing,810962,1926,100,14,55.9,0,0,22905774.2,275593.7,3590.4,0
Multifamily Housing,107133,1836,90,1,210.7,0,0,19497582.4,3001881.3,3046.7,0
Multifamily Housing,435277,1929,100,79,56.1,0,0,8699596.5,11940156.3,3068.5,0
Multifamily Housing,228121,1926,100,0,103.8,18375719.1,0,0,3548150,1901.3,14497.3
Office,325318,1962,100,0,106.3,0,0,20358893.5,0,2720.6,6590.2
Office,84827,1931,100,0,90.5,0,0,0,0,548.8,1404.1
Multifamily Housing,82073,1987,100,66,65.6,0,0,0,3162671.9,514.2,0
Office,745461,1983,75,87,70,0,0,23758032.4,0,6039.6,19308.3
Financial Office,61250,1907,100,68,82.1,4264841.6,0,0,7265.6,817.6,1449.1
Office,562260,1929,100,9,161,0,0,18723482.6,0,9535.1,0
Parking,84810,1960,100,0,367.8,0,0,0,1157153.1,155.4,1827.9
Multifamily Housing,47510,1827,100,1,95.9,0,0,0,2870553.1,431.3,7918.6
Office,760443,1983,100,80,73.6,0,0,0,15328209.4,4872.3,0
Multifamily Housing,468963,1972,95,16,74.2,0,0,0,17137225,2835.1,864235.7
Multifamily Housing,346253,1987,95,1,142.1,0,0,17672009,3130948.5,3974.7,0
Office,3578561,1972,100,77,108.4,0,0,137253883.3,0,32950.5,99253.6
Multifamily Housing,464912,1969,100,26,74.7,0,0,17072459.4,32200,2852.9,12887.4
Office,1123664,1987,95,67,87.2,0,0,20531255.6,1509156.6,8485.8,0
Office,885474,1968,60,56,71,1656000,0,15175739.1,0,5416.9,13865.2
Multifamily Housing,166591,1965,40,69,73,0,0,9274122.7,0,1771.3,0
Office,1189698,1983,100,0,57.1,0,0,33183563.8,868430.3,5396.8,15863.8
Office,520000,1969,90,73,88,0,0,22260378,0,3713.7,0
Office,549144,1973,95,74,174.1,0,0,67159857.1,0,7386.4,0
Office,107751,1902,25,100,23.9,0,0,1810773.4,0,191.1,633.9
Office,107751,1902,25,100,33.1,0,0,2936149,0,253.2,0
Office,1035722,1960,100,63,115.3,0,0,67488498,0,9813.8,156.2
Multifamily Housing,89504,1956,100,0,113.9,8971435,0,0,1302803.1,897.3,6939.7
Office,1345237,1989,100,76,117.7,0,0,41550404.3,2216900,16570.7,37796.1
Office,281755,1926,100,67,69,0,0,3682108.6,0,1706.7,0
Hotel,100000,1902,100,48,117.1,0,0,5088043,0,952.3,8030.2
Multifamily Housing,83916,2004,100,4,96,0,0,4672551.7,0,650.7,0
Multifamily Housing,813470,1931,100,1,99.4,0,0,8225067.7,5260797.1,8801,1419.3
Multifamily Housing,279600,1930,100,10,80.4,0,0,8416219.2,1406500.1,1807.2,9902
Multifamily Housing,333600,2002,100,0,106.1,1380552,0,0,23563858.6,2371.6,14860.1
Office,1155995,1929,100,90,63.2,0,0,25837322.6,0,6095.6,0
Office,96245,1954,100,0,76.1,0,0,2869759.5,0,905,0
Multifamily Housing,581109,1928,100,19,59.2,0,0,10822724.4,923281.3,2883,0
Office,158555,1932,95,58,97.1,0,0,6427018.4,0,1565.2,0
Office,363572,1922,100,81,55.5,0,0,1033208.1,0,1928.6,4516.4
Office,968458,1912,100,48,117.7,0,0,65781297.1,3998593.3,9985,0
Office,1858900,1915,95,88,65.6,0,0,33979661.7,2150167,10650.9,22500.7
Office,1248923,1967,90,71,133,0,0,102818121.3,544887.5,12965.5,34898.6
Office,450000,1905,90,93,42.1,0,0,0,0,1757.4,9525.7
Office,400000,1908,90,60,121,0,0,28406188.2,0,3740.6,20148.8
Office,411843,1907,40,98,26.4,0,0,0,0,1010.2,2079.9
Office,167555,1921,100,1,2025.2,0,0,338338744.8,0,22556.9,0
Multifamily Housing,50445,1900,100,23,84,3595322.6,0,0,0,388.6,1465
Multifamily Housing,60218,1900,100,0,141.2,0,0,0,6097889.2,606.1,239.2
Multifamily Housing,54941,1929,100,0,93.5,0,0,0,4166218.9,337.6,0
Multifamily Housing,67009,1903,100,3,116.4,7728938,0,0,571325,629.6,0
Hotel,315543,2010,100,1,18368.1,0,0,5788512156,0,385037.2,3625
Multifamily Housing,250471,1926,100,23,69.7,0,0,0,8972642.5,1263.8,0
Office,502238,1921,100,69,100.8,0,0,28738195.1,0,3937.7,0
Hotel,183235,2009,100,48,99.2,0,0,7390336.5,968781.2,1453.5,9301.1
Multifamily Housing,317203,1908,95,67,52.3,0,0,0,6075853.1,1407.6,0
Office,2294059,1972,85,89,98.1,0,276662.4,83272465.2,1739666.4,19081,32757.1
Office,586218,1973,100,22,176.3,0,0,71529326.5,0,9025.4,0
Multifamily Housing,160372,1909,100,9,91.1,0,0,9082920.1,1464225,1118.3,0
Office,232453,1600,100,85,59.9,0,0,5079550.7,0,1399.4,0
Office,145000,1908,100,72,105,6717314,0,0,856606.3,1261.1,0
Hotel,55000,1902,100,91,116.3,0,0,0,4557100.2,412.7,0
Office,134840,1908,100,92,57.1,0,0,2905844.2,0,687.7,0
Multifamily Housing,53562,1900,100,14,137,0,0,0,7408670,508.6,0
Multifamily Housing,159000,1927,100,65,61.5,0,0,0,6084853.1,786.3,0
Office,801685,1924,100,58,111.3,0,0,45797815.8,1932604.9,7700.1,30979.6
Office,1023000,1965,100,84,92.3,0,0,68530048,0,7377.8,22069.1
Office,617356,1986,100,82,60.2,0,0,6965079.8,0,3263.8,91.8
Office,136764,1959,100,44,118.5,0,0,8540118.3,409917.6,1471,0
Office,155026,1925,100,1,17193.4,0,0,2655988031,1679077.4,177163.3,0
Hotel,71539,1999,100,59,93.2,0,0,0,2894300.2,503.8,0
Office,381163,1972,100,12,173.7,0,0,20605422.2,0,5599.9,10768.4
Multifamily Housing,636074,2000,100,24,92.4,0,0,0,40633092.2,3842.1,30812.9
Office,342310,1931,100,93,64.7,0,0,0,10186200.7,1651.8,0
Office,191829,1932,90,41,126.6,0,0,12809817.2,0,1916.3,16681.8
Multifamily Housing,453857,1971,100,1,145.1,0,0,0,50378128.3,4112.9,0
Office,487562,1969,95,48,117.5,0,0,26667500.2,0,4611.8,11721.2
Office,303598,1959,95,88,52.3,0,0,0,3672767.4,1388.1,0
Office,600000,1982,100,70,80,0,0,7618926.2,1100800,4208.9,25109.4
Multifamily Housing,52005,1900,95,93,38.2,0,0,0,886957.6,149.3,1536.3
Office,966873,1984,100,73,75.5,0,0,14608228.8,186712.1,6537.3,0
Multifamily Housing,529000,1961,100,21,80,0,0,0,23620472.1,3078.7,0
Office,241535,1986,100,74,54.9,44872.6,0,0,0,1269.3,8231.3
Office,298776,1936,100,89,67.6,0,0,7223937.4,0,1683.6,0
Multifamily Housing,51895,2009,100,89,58,0,0,0,2068799.8,270.1,1648
Multifamily Housing,142626,2000,100,59,94,625140,0,0,10829200.3,808.2,6749.4
Multifamily Housing,388596,2003,100,4,108.2,20951684,0,0,15266915.3,3102.7,19344.6
Multifamily Housing,156712,1926,95,0,72.1,0,0,0,5268849.9,862.1,7011.3
Office,878000,1958,100,96,49.5,0,0,20555770.4,0,3491.2,22087.2
Multifamily Housing,62462,1905,100,96,53.8,0,0,0,2057099.8,230.3,0
Office,520495,1957,100,84,69.6,0,0,12609207.7,2684903,3051.8,0
Residence Hall/Dormitory,115488,1900,100,81,39.8,0,0,0,239478.8,417.3,0
Multifamily Housing,99754,1909,100,9,93.8,0,0,5164432.4,466584.8,713.5,0
Multifamily Housing,86999,1908,100,94,20.8,0,0,0,0,167.5,0
Multifamily Housing,79470,1900,100,8,80,0,0,0,3202800.2,462.7,3885.4
Multifamily Housing,75314,1906,100,97,41.2,0,0,0,1940842.7,210.9,0
Office,1047325,1916,90,87,61.1,0,0,23372122.3,0,5354.1,21689.5
Hotel,358200,1992,100,25,194.1,0,0,17942800.3,42767574.6,4282.7,0
Multifamily Housing,978706,1930,95,100,6.4,0,0,0,0,582.9,0
Office,137580,1918,100,64,70.9,0,0,1311386.7,0,870.8,0
Office,80500,1907,100,76,85.5,3454407.3,0,0,0,602.4,1498.4
Office,71959,1911,100,36,105.9,0,0,0,2428687.2,611.1,0
Multifamily Housing,505382,2006,100,0,88.6,0,0,0,29073084,3127.2,18037.8
Office,461731,1915,100,82,95.5,21651654.9,0,0,1412725,3654.9,0
Office,100000,1883,100,87,73.5,6624551.2,0,0,0,620.9,2519
Office,713021,1961,95,83,99.9,0,0,13102910.1,0,6710.7,0
Multifamily Housing,182499,2012,100,1,145.1,0,0,0,20257389.8,1653.8,0
Multifamily Housing,336447,1896,100,81,40.7,10488000.6,0,0,0,1174.4,10831
Multifamily Housing,152715,2005,100,1,134,0,0,5434252.2,3306375.7,1920.1,0
College/University,127145,1985,100,0,80.5,0,0,5940229.8,0,1244.7,0
Multifamily Housing,80000,1973,100,87,33.6,0,0,0,0,249.4,3955
Office,181785,1955,60,0,75.6,0,0,11724862.1,0,1378.7,0
Multifamily Housing,223674,1981,100,21,109.4,0,0,0,19632338,1491.4,0
Hospital,340155,1953,100,25,274.6,0,0,53891509.6,535725.7,7224.3,0
Multifamily Housing,73779,1901,100,52,74.1,0,0,0,4181115,380.1,1601.7
Multifamily Housing,147722,1896,100,1,101.9,0,0,6704453,0,1269.8,11337.3
Multifamily Housing,100369,1900,100,29,80.1,0,0,0,5580592.8,608.6,3487.3
Multifamily Housing,2149568,1953,100,34,111.1,0,0,0,193895038.1,14464.1,0
Data Center,631544,1974,30,0,82.1,0,0,12837887.9,0,8032.2,7950.9
Multifamily Housing,478888,1960,100,0,72.3,0,0,29358072.8,1848137.5,2611.1,23940.9
Office,908960,1913,100,82,67.1,0,0,12337649.7,6990143.8,5059.6,0
Office,213484,1926,100,67,78.9,13144578.4,0,0,2342884.4,1400.9,4926
Office,566245,1963,100,67,95.7,0,0,27908104.7,0,4291,11118.8
Office,978871,1958,100,89,68.9,0,0,26914219.6,0,5656.8,20338.8
Multifamily Housing,145000,1921,100,84,56.9,0,0,0,6015625.3,527.4,0
Multifamily Housing,625000,1964,100,100,24.5,0,0,0,7785481.7,1111.9,0
Office,371686,1985,100,0,88.2,0,0,4616715.4,0,4026.7,0
Financial Office,1149222,1983,100,64,89.3,0,0,32106595.2,508187.9,11784.8,16237.6
Office,197510,1927,100,0,43.9,0,0,0,0,1081.9,4565.6
Multifamily Housing,138550,1986,100,8,90.5,5729760.2,0,0,4042037.7,1027.7,0
Multifamily Housing,46332,2001,100,0,82.5,0,0,0,2433930.5,281.6,1144.5
Multifamily Housing,100810,1915,100,0,68.2,0,0,0,5087995.9,499.5,0
Multifamily Housing,121028,1900,100,18,63.7,7257683.4,0,0,263645.8,638,2383.3
Multifamily Housing,144330,1930,100,20,66.8,0,0,0,4064033.4,733.3,0
Multifamily Housing,112500,1906,100,46,66.1,0,0,0,5487043.9,530.8,2856.9
Multifamily Housing,121053,1928,100,7,220.5,0,0,33096487.3,129812.9,3542.8,0
Multifamily Housing,58196,1985,100,35,64,0,0,0,1621162.4,373.2,3913.4
Hotel,49709,2007,100,0,134.5,0,0,4587268.2,0,858,0
Multifamily Housing,69000,1915,100,0,60.4,0,0,0,3038312.6,272,1271.7
Multifamily Housing,116600,1986,100,11,87.7,7913582.4,0,0,1703493.6,878.3,0
Multifamily Housing,118968,1997,100,26,106.2,9914334,0,0,4595428.6,936.9,3561.8
Multifamily Housing,90473,1890,100,10,81.8,0,0,3312072.6,0,713,0
Multifamily Housing,57567,1988,100,32,88.8,0,0,0,3904875.2,390.3,2910.7
Multifamily Housing,87324,1931,100,4,79.8,0,0,0,2966771.8,566.6,4509.3
Multifamily Housing,111592,1910,100,5,74.5,0,0,0,4682511.9,586.1,4089.6
Multifamily Housing,618587,2006,100,16,102.4,0,0,0,35439550,5945.2,0
Multifamily Housing,387073,2005,100,2,84.8,0,0,0,15711481.5,2555.5,0
Multifamily Housing,69830,1910,100,62,57.3,0,0,0,2377686.9,318.1,2786.5
Multifamily Housing,97768,1900,100,73,52.3,0,0,0,3282784.9,373,0
Multifamily Housing,51508,1929,100,27,94.5,0,0,0,4239047.4,321,1801.4
Data Center,816395,1930,100,0,310,28406747.8,0,0,0,30643.9,10246.4
Hotel,53039,1845,100,21,130,0,0,0,4856686.9,446.9,5730.7
Multifamily Housing,55404,1915,70,33,50,0,0,0,0,196.7,1970.2
Multifamily Housing,48948,1915,100,0,127.1,4885378.9,0,0,1771016.9,727.9,0
Office,102304,1915,100,84,52.8,0,0,1404403.7,0,463.7,1175.9
Office,735174,1929,100,84,76.2,43732749.6,0,0,700618.8,4761,0
Office,54036,1900,100,0,54.6,0,0,0,3821606.2,335.4,1027.7
Multifamily Housing,119369,2010,100,52,57.7,0,0,0,3632821.8,625.6,0
Office,250564,1904,100,93,55.2,6555278.7,0,0,1302.9,1271,3941.1
Office,122690,1910,100,77,73.7,11069751.2,0,0,0,779.1,378213.6
Multifamily Housing,65000,1985,100,0,40.1,0,0,1742842.1,114009,191.4,0
Multifamily Housing,477429,1990,100,13,96.9,0,0,0,32486166.9,3056.2,16599.7
Office,132600,1900,100,1,413.4,10905312,0,0,32236801,3706.7,0
Office,113473,1935,95,99,34.5,825743.6,0,0,1611297.4,292,2813.6
Multifamily Housing,306802,1964,100,0,89.1,0,0,22014335.1,898927.3,1952.8,1186.1
Multifamily Housing,231894,2003,100,4,142.3,0,0,0,24298464.8,2323.2,14400.6
Multifamily Housing,88784,1920,90,0,129.9,0,0,0,2565796.8,1058.6,2418.5
Multifamily Housing,93629,1985,100,0,90.1,0,0,0,5092208,641.3,0
Residence Hall/Dormitory,311766,1915,100,57,89.7,30780596.2,0,0,0,2209.6,12405.7
Multifamily Housing,144375,1990,100,83,35.8,0,0,0,739700,450.2,9539.2
Multifamily Housing,91412,2007,100,5,82.4,0,0,0,3281041.7,568.6,3818.4
Multifamily Housing,236534,2007,95,10,102.2,0,0,0,12361775.2,1752.5,14115.4
Multifamily Housing,66834,1920,100,0,102.2,0,0,0,4805040.9,774.8,4951.4
Multifamily Housing,119200,1924,100,11,77.9,0,0,0,3477588.6,787.5,0
Multifamily Housing,71550,1920,100,35,75.1,0,0,0,4155500,333.6,1506.6
Office,80149,1920,100,23,118.9,0,0,0,2590531.3,781.6,1417.7
Multifamily Housing,98891,1985,100,63,58.5,0,0,3621800,19668.7,485.5,0
Multifamily Housing,131817,1920,95,80,48.5,0,0,0,1937406.4,515.8,0
Multifamily Housing,51704,1915,100,67,58.5,0,0,0,2139055.5,244.7,0
Multifamily Housing,48000,2009,100,0,98.7,0,0,0,2151981.5,400.1,2428.2
Multifamily Housing,73954,1985,100,34,77.8,4679008,0,0,49356.3,479.6,1371.2
Non-Refrigerated Warehouse,56000,1906,100,66,40.1,2058999,0,0,0,172.4,306.5
Multifamily Housing,84100,1915,100,6,65.5,0,0,0,2297575,420,2940.4
Office,45519,1915,100,0,112.8,0,0,0,2376762.7,429,1965.1
Office,133010,1930,100,28,147.8,14297822.2,0,0,2513953.1,1591.6,6188.6
Hotel,75000,2005,100,1,216,0,0,0,9095828,1252.4,8228.6
Multifamily Housing,79804,1985,100,1,110.4,0,0,0,7117812,714.7,11820.2
Office,46200,1956,100,3,183.1,0,0,0,5107784,806.9,3186.1
Multifamily Housing,70771,1915,100,3,103.8,0,0,0,4241721.6,565.3,2615.1
Multifamily Housing,80366,1999,100,24,69.1,0,0,0,1796344,620.1,8329.8
Multifamily Housing,66812,1905,100,82,55.8,0,0,0,1740800,277,0
Multifamily Housing,66918,1921,100,89,46.4,0,0,0,1582526,215.7,0
Multifamily Housing,59496,1985,100,2,101.5,0,0,0,555587.5,521.9,5486.9
Multifamily Housing,87719,1985,100,0,59.9,0,0,0,3102112.3,418.6,2626.4
Multifamily Housing,163242,1905,100,17,75.2,0,0,0,4780550,992,5096.6
Multifamily Housing,125637,1985,100,0,47.9,0,0,0,1295540,527.3,3208.9
Multifamily Housing,68427,2000,100,40,81.3,0,0,0,3975680.3,456,1738.7
Multifamily Housing,72127,2013,100,0,63.2,0,0,0,2086370.1,340.2,0
Office,782257.5,1930,100,100,234.8,0,0,16822158.2,0,24850.9,42541.6
Multifamily Housing,84400,1915,100,68,76,11614217.8,0,0,91428,615.9,0
Office,41903,1910,100,0,39.1,0,0,0,1026234,174.8,0
Office,44968,1915,100,18,122.2,0,0,0,2059561.2,541.6,1785.1
Office,45500,1928,100,0,41.9,1415457.1,0,0,17851.2,193.4,0
Office,129949,1911,100,45,98.8,0,0,0,3165744.2,1065.5,7978.9
Office,36280,1991,100,62,76.3,0,0,0,942681.2,338.4,1151.2
Multifamily Housing,240682,1985,100,100,52.7,14955702.9,0,0,0,966.3,0
Multifamily Housing,55330,2004,100,0,105.9,0,0,0,4809989.7,784,4580
Multifamily Housing,54678,2003,100,65,61.2,0,0,0,1687159,243.5,1098.2
Multifamily Housing,61750,1900,100,24,83.8,0,0,0,2784725.8,369.7,2595.1
Hotel,67870,2008,100,62,114.1,0,0,0,4857400,525.6,6877
Multifamily Housing,153833,1915,100,71,50.9,0,0,0,5285264.5,517.1,3376
Office,224688,1960,100,99,68.3,0,0,15355569.2,0,1019.6,26188.2
Office,57751,2004,100,0,106.9,10172255.8,0,0,72303.1,934.1,3441.3
Multifamily Housing,125674,2004,100,2,91.3,0,0,0,5009987.6,891.1,5680.5
Multifamily Housing,58015,1930,100,39,80.8,0,0,0,2916128.2,319.5,2612.2
Multifamily Housing,176493,1913,100,1,70.2,0,0,0,4724769,961.8,5569.9
Multifamily Housing,64231,1950,100,0,74.8,0,0,0,2637012.4,341.5,1962
Multifamily Housing,100984,1985,100,70,55.6,0,0,0,2879384.3,406.4,2221.7
Multifamily Housing,289122,1906,95,65,51.6,0,0,0,6908628,1109.7,0
Multifamily Housing,103251,1915,100,92,34.8,0,0,0,978712.5,294.2,847.8
Multifamily Housing,54250,1910,100,0,72.4,6942269.6,0,0,27846,345.6,2197
Multifamily Housing,142653,2004,100,0,75.2,0,0,0,5440708,888.1,0
Multifamily Housing,55649,2010,100,9,69.4,0,0,0,2019013.4,278.1,0
Multifamily Housing,76856,1995,100,95,59.3,0,0,0,4349828.2,553.5,4207.8
Office,51750,1910,100,96,30.8,0,0,0,0,147.9,342.8
Multifamily Housing,117123,1920,100,39,71,0,0,0,4179415.9,605.4,2851.2
Multifamily Housing,61717,1900,100,0,67.1,0,0,0,1704666.7,316.4,2058.8
Office,312837,1927,100,84,84.3,0,0,0,8312260,2273.6,5695
Multifamily Housing,59838,1962,100,31,52.6,0,0,0,1495882,232.5,2527.7
Multifamily Housing,83968,1920,100,5,87.1,0,0,0,4168902.3,513.1,2525
Multifamily Housing,82544,1910,100,6,56.8,0,0,0,2806042.5,323.8,1499.9
Office,878120,1929,100,87,67.9,5264782,0,0,20289867.5,5349.6,19091.8
Hotel,186891,1996,100,28,122.8,0,0,8808678.4,2158944.6,1846.8,14279.1
Hotel,56735,2008,80,3,143.9,0,0,0,3001487.7,638.7,3629.5
Multifamily Housing,124293,2009,100,0,90.7,0,0,0,5916300.5,848.1,3314.6
Office,66532,1996,90,73,43.3,0,0,0,0,267.4,933.4
Office,40000,1865,100,12,139.8,0,0,0,77270,840.4,1538.9
Multifamily Housing,59244,1910,100,0,64.6,0,0,0,1130160,310.1,0
Office,58000,1910,75,39,73.5,0,0,0,60435.2,393.2,826.6
Hotel,126529,2010,90,38,136,0,0,0,6844292.5,1324.7,9898.5
Office,126053,1913,100,72,75.2,0,0,0,2474372.4,3422.8,3570.1
Office,44200,1915,100,54,66.1,0,0,0,287658.8,314.7,2821
Multifamily Housing,44200,1915,100,0,155,0,0,0,6456949,621.2,7804.8
Office,54137,1912,100,26,83.6,0,0,0,2330446.8,685.4,0
Multifamily Housing,272140,1963,100,26,94.7,0,0,20416587.8,0,1852.8,0
Multifamily Housing,136070,1963,100,26,94.7,0,0,10208293.6,0,926.4,0
Multifamily Housing,53065,1933,100,66,108.7,0,0,0,5467157,430.2,4170
Multifamily Housing,267018,1978,95,80,74.9,0,0,0,15432572,1243.3,17837.3
Multifamily Housing,630395,1979,100,57,79,0,0,0,40500856.6,3016.1,68959.2
Multifamily Housing,83905,1987,100,36,114.1,0,0,0,8331058,557.6,7647.3
Self-Storage Facility,255084,1927,100,0,32.8,0,0,0,1807067.3,705.2,0
Multifamily Housing,1396625,1935,100,48,87.4,161375268.6,0,0,8568613,9493.5,111668.7
Multifamily Housing,136070,1963,100,26,94.7,0,0,10208293.6,0,926.4,0
Multifamily Housing,136070,1963,100,45,94.7,0,0,10208293.6,0,926.4,0
Multifamily Housing,966030,1955,100,0,107,3526150.5,0,0,84760288.5,6246.9,40924
Multifamily Housing,141513,1963,100,37,91.1,0,0,10208293.6,0,926.4,0
Multifamily Housing,130576,2013,80,45,36.4,0,0,0,1971035.4,363.2,2250.1
Multifamily Housing,69285,2002,100,11,112.2,0,0,0,4936511.8,525.4,8074.8
Multifamily Housing,84032,1989,100,13,50.7,0,0,0,0,395.6,0
Office,58301,1991,100,64,82.4,0,0,0,1614893.9,381.5,3146.3
Multifamily Housing,74453,2001,100,44,88.7,0,0,0,4071072.7,451.4,0
Multifamily Housing,50673,1912,100,10,77.2,0,0,0,2544609,262,909.1
Multifamily Housing,65989,1968,100,0,73.5,0,0,0,2861557.5,355.1,4274.9
Multifamily Housing,1169840,1976,100,100,35.5,365000.1,0,0,29146270.2,2848.7,0
Parking,60700,1910,100,0,12.7,0,0,0,0,71.4,181.8
Multifamily Housing,1010790,1960,100,91,87.8,0,0,0,70143043.6,5940,0
Multifamily Housing,1010790,1960,100,67,62,0,0,0,10954457.7,5377.2,0
Multifamily Housing,970540,1955,100,0,107.6,3526199.9,0,0,85231407.9,6280.6,40528.5
Multifamily Housing,216200,1929,100,24,102.1,35332415.6,0,0,485000,1700.8,15381.4
